,max depth,accuracy,std
0,5.0,0.6851408679957622,0.06932336032363501
1,10.0,0.7124721035143592,0.06105835685313055
2,15.0,0.7279383748791557,0.047558796779538615
3,20.0,0.7381315813653248,0.041103742170992386
4,25.0,0.7376926772912101,0.03879637604299434
5,30.0,0.7408567012824674,0.03487943336519582
6,35.0,0.738395433506154,0.03826778084396364
7,40.0,0.741295489479489,0.03723236675983403
8,45.0,0.7401532889056386,0.03751867216513528
9,50.0,0.7382202654922148,0.0379660708531256
10,55.0,0.7419987474213805,0.03408778098516919
11,60.0,0.7379562205621653,0.037739792187216535
12,65.0,0.7424382693030971,0.036664241474260874
13,70.0,0.7419985546321605,0.038003000698566665
14,75.0,0.7409434165165807,0.038629335503912274
15,80.0,0.7376922910681603,0.03615672691819774
16,85.0,0.7412086973332485,0.03479627312475823
17,90.0,0.7391868736105002,0.037254893767569255
18,95.0,0.7382200727708483,0.03955979052149257
