,max depth,accuracy,std
0,5.0,0.7142285856010089,0.0605567909379591
1,10.0,0.8747259411348522,0.030765868753212803
2,15.0,0.9326191781746438,0.009038239024028389
3,20.0,0.9452628723209651,0.002705986167834382
4,25.0,0.945533548619953,0.001880893873149707
5,30.0,0.9467076898925546,0.0018267842055388337
6,35.0,0.9458045921866466,0.002704867197270866
7,40.0,0.9467078938810254,0.0017752024073761127
8,45.0,0.9457141355274024,0.002103854138661359
9,50.0,0.94490137205817,0.0028651325720448696
10,55.0,0.9462563858294513,0.0024480079147353347
11,60.0,0.9466176412102518,0.0023013005676832013
12,65.0,0.946075472584678,0.0018380449104740536
13,70.0,0.9458949264601797,0.0019174720060348527
14,75.0,0.9455333854144335,0.0028789837617228514
15,80.0,0.9460753501621093,0.0018854686207284124
16,85.0,0.9462560593815542,0.002210661766479574
17,90.0,0.9459852606968553,0.001743350195455516
18,95.0,0.9460754725109627,0.0022745413458265763
