,max depth,accuracy,std
0,5.0,0.6821571521852392,0.048401599435500584
1,10.0,0.8018383600020614,0.04940219259416927
2,15.0,0.8703891619489911,0.027039958211286352
3,20.0,0.8935075087296361,0.00929057155753409
4,25.0,0.8973903721955041,0.0038462508831857943
5,30.0,0.8982932659129416,0.003489662233380182
6,35.0,0.8976614156884825,0.005031530306790156
7,40.0,0.8993773585400978,0.0027375202451190364
8,45.0,0.8975709591029533,0.00419269987544414
9,50.0,0.8991968531985508,0.0038048764846641448
10,55.0,0.8994676927399159,0.003244434422504958
11,60.0,0.8987448963502265,0.004151327715172604
12,65.0,0.8981130053428164,0.005184033887644696
13,70.0,0.8981128830676782,0.0030202135860296947
14,75.0,0.8983839265237987,0.003800374363493366
15,80.0,0.8979324592920334,0.00458404033537177
16,85.0,0.8982935514673145,0.004164116689238871
17,90.0,0.898203217193781,0.004166274716398165
18,95.0,0.8982933881880795,0.004622884694479638
