,max depth,accuracy,std
0,5.0,0.6539099081827718,0.053692720365079195
1,10.0,0.660007758358583,0.043353556693895914
2,15.0,0.6527123551111558,0.040064990782119864
3,20.0,0.6516127051359435,0.03359426926747318
4,25.0,0.6511129050859187,0.03304076895839078
5,30.0,0.6564099069346445,0.033888691965704716
6,35.0,0.651013054911106,0.031499767342927455
7,40.0,0.6480150534123548,0.0338125922835994
8,45.0,0.6515125054855189,0.032211849340870416
9,50.0,0.6555108060355437,0.03747900407158476
10,55.0,0.6489146036372423,0.03578803655846186
11,60.0,0.6523126049362931,0.03466461340552437
12,65.0,0.6499141038871175,0.036109310908454276
13,70.0,0.6529126046367425,0.03508733031202719
14,75.0,0.6501141037872673,0.038370454728795834
15,80.0,0.6477154030377419,0.037492932325148116
16,85.0,0.6530121552610308,0.03303327211121154
17,90.0,0.6507130550608812,0.032903406902133614
18,95.0,0.6537117055857685,0.037687383834736944
