,max depth,accuracy,std
0,5.0,0.7804182929390179,0.035521100969422334
1,10.0,0.8835731290296029,0.015537752598264435
2,15.0,0.935899848681401,0.00501832521422984
3,20.0,0.9540276360318721,0.003911335071507505
4,25.0,0.9576718851723811,0.0030012421964766894
5,30.0,0.9580454113464978,0.0019425053004680178
6,35.0,0.9579517350224351,0.002692586253776135
7,40.0,0.9584192432038284,0.002125457755633296
8,45.0,0.9580454986903895,0.0022332830080178333
9,50.0,0.95813908767056,0.0026457038566583503
10,55.0,0.957858757449508,0.0025586584645114346
11,60.0,0.9583259162553335,0.0023083627420604587
12,65.0,0.9583257415675497,0.002114335788528345
13,70.0,0.9579520407464642,0.00230275750531874
14,75.0,0.9581389129827762,0.002158263607104886
15,80.0,0.9579522590857866,0.002141747789771546
16,85.0,0.9579520843980027,0.002621120587455963
17,90.0,0.957858670105616,0.002212690580333166
18,95.0,0.9573915986436823,0.0028485043424603296
