,max depth,accuracy,std
0,5.0,0.6912668165636692,0.05236581431729198
1,10.0,0.698461697591214,0.04532049459660856
2,15.0,0.706526597634181,0.03391295290850695
3,20.0,0.7108205230575726,0.02939119281350286
4,25.0,0.7144181236041908,0.02791356830597446
5,30.0,0.7146504451010358,0.027711641049838753
6,35.0,0.7145342169641942,0.024166100811241466
7,40.0,0.7165651198782491,0.025126759085668658
8,45.0,0.7129676373101965,0.028053874743277207
9,50.0,0.7145920364817415,0.028244588117458405
10,55.0,0.7152304240772632,0.0240945355638394
11,60.0,0.7158112111871326,0.027579411725853303
12,65.0,0.7153464502539426,0.02629523028574001
13,70.0,0.7129089593716201,0.028528852742958855
14,75.0,0.7148825141745359,0.026597136578384594
15,80.0,0.7147082645599845,0.026451239069835753
16,85.0,0.7143603208946825,0.026430931613208662
17,90.0,0.7140120573297182,0.02574699588644612
18,95.0,0.7148827498679733,0.027632837697348287
