,max depth,accuracy,std
0,5.0,0.6807083771667533,0.03893063768021501
1,10.0,0.6787480738758638,0.03235181811996689
2,15.0,0.6689387874475636,0.027771236625368765
3,20.0,0.6680979278614675,0.022514166086895406
4,25.0,0.666508749950892,0.027626513031026954
5,30.0,0.6680042516598498,0.02307290395424133
6,35.0,0.6679111429282325,0.027569727589316518
7,40.0,0.6685652612326322,0.024590886423785704
8,45.0,0.665948831666572,0.024868803254589542
9,50.0,0.668939529523718,0.023883486829757893
10,55.0,0.6682855858254724,0.026563314543053076
11,60.0,0.670715099503682,0.022226226655717184
12,65.0,0.6673501770069886,0.027577671572794893
13,70.0,0.6677240087826894,0.024605253095940142
14,75.0,0.6657619594302602,0.025505997784458098
15,80.0,0.6656688506986428,0.02777030965672908
16,85.0,0.6642673307520723,0.025975687914300643
17,90.0,0.6658551554649543,0.025916534809154648
18,95.0,0.6689384818867941,0.026086440443874055
