,max depth,accuracy,std
0,5.0,0.7729612569317004,0.03360729167320419
1,10.0,0.8825648441420271,0.021295286136099933
2,15.0,0.9403558293448189,0.013399520652100053
3,20.0,0.9614165125260105,0.006672144158458411
4,25.0,0.9687846333672955,0.0021885566394553024
5,30.0,0.9704671044797328,0.001249108645079092
6,35.0,0.9709312089227566,0.0009960658774862358
7,40.0,0.9712794219171073,0.00077666783965135
8,45.0,0.9710472855333198,0.0009948902040741749
9,50.0,0.9708152332971581,0.001196878321671739
10,55.0,0.9708731706174752,0.0012539915390227478
11,60.0,0.9707570266770917,0.001542728111142143
12,65.0,0.9706991230314512,0.0012588851215406076
13,70.0,0.970699156706128,0.0008801946697861354
14,75.0,0.9710472855333198,0.0009249527079840409
15,80.0,0.9708732379570622,0.0007692426067062723
16,85.0,0.9706991566963616,0.0012581711829779587
17,90.0,0.9707571950114093,0.001136536449307502
18,95.0,0.9708152333069245,0.0009274556693022277
