,max depth,accuracy,std
0,5.0,0.610041171653949,0.0259194630435275
1,10.0,0.6131169999127712,0.028257412765516104
2,15.0,0.6018604137588539,0.025270799554679483
3,20.0,0.594664926421099,0.020873632482996143
4,25.0,0.5877599336330096,0.02153180375462243
5,30.0,0.5875280329426594,0.02067521226313068
6,35.0,0.5834083064460084,0.02125145439233611
7,40.0,0.583060665725833,0.022772501153590377
8,45.0,0.5849750039223088,0.01793552692885268
9,50.0,0.5856137786301158,0.026718194578765477
10,55.0,0.5875856840672905,0.02185913944394309
11,60.0,0.58741106412896,0.01977978379262144
12,65.0,0.5860782703612211,0.021811502829520706
13,70.0,0.5869482388939272,0.02216859701827985
14,75.0,0.5873544734538854,0.02201492332281117
15,80.0,0.5834680111594643,0.024238587711212674
16,85.0,0.5850333789938901,0.02124026124559441
17,90.0,0.5881662186366177,0.022729347368163306
18,95.0,0.5891534083673027,0.021468830199469064
