,VR,VFA,RPA,RCA,OA
count,4.0,4.0,4.0,4.0,4.0
mean,0.7686618470317792,0.36538271649231574,0.3913087080362976,0.41997559940843926,0.47730031501956227
std,0.11587875143684877,0.17965469645376642,0.2730920380930125,0.26051489509504117,0.25281460243826065
min,0.6556504244565484,0.19039609788915987,0.1247362480985328,0.17032239069630503,0.18596625766871167
25%,0.7064993569027807,0.2432156123224173,0.17649163300255116,0.21135031376240435,0.3090743981186611
50%,0.7453771581277402,0.33798801200005857,0.3813278326502972,0.41010276086976305,0.4986141197107632
75%,0.8075396482567385,0.460155116169957,0.5961449076840436,0.618728046515798,0.6668400366116644
max,0.928242647415088,0.5951587440799859,0.6778429187460633,0.6893744851979262,0.726006762988011
