,max depth,accuracy,std
0,5.0,0.732278266461175,0.0925888168155941
1,10.0,0.8848717000141288,0.02660280749363099
2,15.0,0.937338124144721,0.014099267270455167
3,20.0,0.9538282307397751,0.005057665868221402
4,25.0,0.9575257825632638,0.0025818873152620354
5,30.0,0.9592248331378765,0.002103035445527606
6,35.0,0.9592247332877019,0.001653443209627763
7,40.0,0.9597244334875519,0.0018797188042327063
8,45.0,0.9596246332378268,0.0022800056534967817
9,50.0,0.9596244335374771,0.001523128175324024
10,55.0,0.9586251329879516,0.0019515908780077273
11,60.0,0.9590250828631639,0.0027288609128109744
12,65.0,0.9596245833127393,0.0020259130247961333
13,70.0,0.959724583262814,0.0023275132056387437
14,75.0,0.9593247332377768,0.002080081362875047
15,80.0,0.9595244835124894,0.0013715711469043466
16,85.0,0.9596244335374771,0.0014213441573439573
17,90.0,0.9592247332877019,0.001653443209627763
18,95.0,0.9594245834125894,0.0015222144118626337
