,max depth,accuracy,std
0,5.0,0.6969620711781987,0.08052124891368276
1,10.0,0.7267723615918842,0.06164127029914926
2,15.0,0.7397627975397992,0.046496316606878745
3,20.0,0.7455566662447017,0.03888466584489149
4,25.0,0.7466787290418051,0.042501507956117415
5,30.0,0.7451830527266934,0.0423347045474054
6,35.0,0.7477059806972897,0.03860873862420621
7,40.0,0.7451830090751548,0.041920375312449486
8,45.0,0.7458374765918625,0.04214945638971689
9,50.0,0.7459308035811721,0.04013713928210074
10,55.0,0.7449956566719194,0.043415771034208794
11,60.0,0.7415393278536102,0.04251490093183944
12,65.0,0.7450899876466146,0.040060219147148295
13,70.0,0.7471452330337383,0.04061398751319404
14,75.0,0.7454632956038535,0.03973160717534393
15,80.0,0.7488272141151614,0.040467619729694745
16,85.0,0.7453705797360828,0.0383264488741308
17,90.0,0.7478000061112153,0.040441606055256166
18,95.0,0.7461175448628687,0.038288043786247644
