,VR,VFA,RPA,RCA,OA
count,4.0,4.0,4.0,4.0,4.0
mean,0.8601346193505673,0.4311947805383109,0.45523280349478545,0.4827611748728709,0.48436015091227497
std,0.15805391154790982,0.19972997625403832,0.29294411766662937,0.281645693414214,0.2662448538576323
min,0.623681240492664,0.19905811117652006,0.12868639285539035,0.16754992884832426,0.19875383435582822
25%,0.853628532420758,0.30267467693927363,0.24766844363971507,0.2847896904139738,0.28765784956402807
50%,0.9308328211742096,0.4439970485033578,0.4879641905371539,0.5107646906367835,0.5045109223041826
75%,0.937338908104019,0.5725171521023951,0.6955285503922244,0.7087361750956807,0.7012132236524296
max,0.9551915945611866,0.6377269139700079,0.7163164400494437,0.7419653893695921,0.7296649246849063
