,VR,VFA,RPA,RCA,OA
HezekiahJones_BorrowedHeart,0.8786340897556731,0.7697947741077525,0.19756398172986298,0.28637714782860874,0.21938677431757017
MusicDelta_Britpop,0.9560988433228181,0.8070244672454617,0.28732912723449,0.3257097791798107,0.24960555380246136
Mozart_BesterJungling,0.9554817275747508,0.6966828614508292,0.5042081949058693,0.5499446290143964,0.42426161744116275
Handel_TornamiAVagheggiar,0.9588270277688824,0.7186688409736063,0.6309529255684158,0.6443570154169908,0.4802686380674719
