,max depth,accuracy,std
0,5.0,0.6887736108469241,0.07489378621019296
1,10.0,0.7154603213877577,0.06836819341398878
2,15.0,0.7329540250853593,0.04614397528943981
3,20.0,0.7415494283827118,0.03551839898784663
4,25.0,0.7440480796065504,0.03371722720795459
5,30.0,0.7453468304309384,0.030685296660461034
6,35.0,0.745647629382112,0.03107721830706115
7,40.0,0.7464467805557761,0.03240122396125291
8,45.0,0.7460468804059509,0.02988124445297621
9,50.0,0.7471467305308386,0.03323909533518841
10,55.0,0.7458470305306888,0.0320491809086424
11,60.0,0.7460459312801142,0.033054430532774744
12,65.0,0.7439483790072996,0.0332030231702289
13,70.0,0.7451475797066501,0.030637428245330674
14,75.0,0.7455456818543775,0.03501752232185098
15,80.0,0.7477457811553764,0.029025709949230417
16,85.0,0.7455466806556761,0.03129157826973473
17,90.0,0.7458468304309382,0.03295565111473086
18,95.0,0.7434474803058011,0.034351545451230654
