,max depth,accuracy,std
0,5.0,0.5718363148190724,0.06323431132717316
1,10.0,0.5494372162007982,0.05930171426093936
2,15.0,0.5462778436510896,0.05766500356926119
3,20.0,0.5449238905682555,0.05601509413343266
4,25.0,0.5441098625695358,0.059749032937372694
5,30.0,0.5420343781056486,0.05650619991187074
6,35.0,0.5454656107656554,0.058249595562977846
7,40.0,0.5457367356402476,0.05675722773414206
8,45.0,0.5442024406425316,0.05514246949924781
9,50.0,0.5426661055758207,0.054825586574554656
10,55.0,0.5421241814268076,0.054055123849288775
11,60.0,0.5470018640821761,0.05550685509162473
12,65.0,0.5451957094164535,0.05365094553985689
13,70.0,0.5460088806783391,0.05323789189742805
14,75.0,0.5418517920964433,0.06128047709560086
15,80.0,0.5450140208164604,0.056605159905512924
16,85.0,0.546460388656198,0.05358688505666103
17,90.0,0.5443817219426816,0.05733416966293067
18,95.0,0.5427571332700954,0.054309757329261216
