,max depth,accuracy,std
0,5.0,0.6373576106456352,0.012235235125864451
1,10.0,0.649879405145567,0.01935521059082022
2,15.0,0.6521220899941137,0.018845708528980022
3,20.0,0.6490387633273846,0.016169178972827956
4,25.0,0.6448347708352289,0.014932809664096788
5,30.0,0.6467043670862315,0.015469745562968281
6,35.0,0.6493173908119161,0.014903000041246386
7,40.0,0.6481981221622406,0.015324910574332159
8,45.0,0.6488516731190845,0.01542808466711286
9,50.0,0.6460485891254409,0.018240946210496795
10,55.0,0.6491327893127189,0.01660028631555641
11,60.0,0.6481032234318406,0.017475513122963325
12,65.0,0.6497868201915968,0.01385417008460362
13,70.0,0.6500667136931895,0.013824575434092741
14,75.0,0.6500651418704695,0.017110164837243022
15,80.0,0.64829201694807,0.01634785935619383
16,85.0,0.6510011625859753,0.015708295422258562
17,90.0,0.6511869426767118,0.016002826987084072
18,95.0,0.6462348064662308,0.013356124736135877
