,max depth,accuracy,std
0,5.0,0.7400465325400394,0.016668520786684713
1,10.0,0.8246127890277493,0.009534956531433809
2,15.0,0.8755367611431465,0.011597739747164392
3,20.0,0.8933832561428627,0.012756278045021073
4,25.0,0.8991764264231492,0.011347230943405078
5,30.0,0.8986158533657518,0.010572094166741333
6,35.0,0.8988962708490661,0.010284865002015172
7,40.0,0.8998308939398569,0.009197830535222032
8,45.0,0.8987093113096771,0.011461493249636846
9,50.0,0.8998307629852415,0.01067570621712637
10,55.0,0.8989896414899142,0.0109508843723595
11,60.0,0.8995502581988502,0.010788729189964024
12,65.0,0.8995504764565426,0.010441353527645362
13,70.0,0.8990831867369167,0.010446251950481466
14,75.0,0.8995500835926963,0.011085564166231831
15,80.0,0.8996437161427753,0.011605056281294645
16,85.0,0.8999240463230127,0.01094273583972162
17,90.0,0.8988959652882965,0.012029124011811118
18,95.0,0.9006715352682606,0.01072998223513056
