,max depth,accuracy,std
0,5.0,0.6680987049594064,0.04423462345411152
1,10.0,0.6697669494188178,0.037206187303419604
2,15.0,0.6591347612678705,0.031160257805835208
3,20.0,0.655971239037488,0.026647963293931397
4,25.0,0.6571145981787077,0.025023532691435216
5,30.0,0.6577282454519406,0.027894460415991234
6,35.0,0.657553926490887,0.023274767307929115
7,40.0,0.6555321421741532,0.026260181000857637
8,45.0,0.6565869712841517,0.026492554464771112
9,50.0,0.657114134772116,0.024530956791141506
10,55.0,0.6528954361057976,0.029804651701636254
11,60.0,0.659749914129069,0.024252590808196188
12,65.0,0.6547415126327024,0.02868387484894196
13,70.0,0.6598375557692437,0.02658577383333035
14,75.0,0.6579928693603333,0.028488249687656418
15,80.0,0.6586958182966436,0.02220587165285388
16,85.0,0.6581683845984296,0.024974737166905674
17,90.0,0.6564109540137659,0.026891379621509524
18,95.0,0.6547407019001732,0.02942963182127525
