,max depth,accuracy,std
0,5.0,0.7143262847881171,0.037158464303080986
1,10.0,0.8253969609854075,0.020733617715788855
2,15.0,0.8840956276940078,0.013190050582822287
3,20.0,0.9049216010380524,0.008037828010523237
4,25.0,0.911248452200695,0.006825339847289653
5,30.0,0.9138844248557705,0.00364434813555709
6,35.0,0.9130937951786121,0.00528547592854099
7,40.0,0.913006076117408,0.00552268205621363
8,45.0,0.913620920210513,0.004526090252928414
9,50.0,0.9137087163874051,0.0046536599254623535
10,55.0,0.9133572610624647,0.005049036757356819
11,60.0,0.9127418766167142,0.0036447471611370753
12,65.0,0.9132693875663236,0.005669932489775972
13,70.0,0.9129178551596219,0.00491817057371098
14,75.0,0.9135327764362684,0.004239328322158717
15,80.0,0.9137970531544306,0.005381936042066716
16,85.0,0.913006037525637,0.004625630694714324
17,90.0,0.912830290669062,0.004688951892998669
18,95.0,0.9141483539765805,0.00500795973331571
