,max depth,accuracy,std
0,5.0,0.6870778849365233,0.05320717315955124
1,10.0,0.6975367588016781,0.05215197111883259
2,15.0,0.6941088040611231,0.03983756182217985
3,20.0,0.6927045269750243,0.03529933709503051
4,25.0,0.6942852456035004,0.03577794862132937
5,30.0,0.6938466113664402,0.030446366267748465
6,35.0,0.6956032705906627,0.03497383406819942
7,40.0,0.6925276216528604,0.0354098982965761
8,45.0,0.6945483254000102,0.03310776746867721
9,50.0,0.6936690499163183,0.03121901924387133
10,55.0,0.6936703239875854,0.03143563977074431
11,60.0,0.6932307638194397,0.033553893201080036
12,65.0,0.694636816194851,0.030929881899839376
13,70.0,0.6940213161094952,0.03193269842736
14,75.0,0.6917370306353267,0.034668610650996474
15,80.0,0.6933187527176983,0.029248515739673325
16,85.0,0.6956046600979742,0.029603700551882904
17,90.0,0.6967462815917007,0.030880379460197595
18,95.0,0.6962189251109554,0.03163694967714635
