,max depth,accuracy,std
0,5.0,0.7377411376160781,0.032504411494716855
1,10.0,0.8548294405342617,0.020672556533918512
2,15.0,0.9144181467506478,0.012891928204294897
3,20.0,0.9385551287864551,0.009645994097359355
4,25.0,0.9453437248982899,0.006591912724114399
5,30.0,0.9467362569955629,0.006652778526771223
6,35.0,0.9467942784732726,0.0055370391496001176
7,40.0,0.9476064611924073,0.004892671291001783
8,45.0,0.9472584502265841,0.005369744533908451
9,50.0,0.9476645500097038,0.005339421578192163
10,55.0,0.9474905865908388,0.004630647618683589
11,60.0,0.94720044556668,0.005193019487201889
12,65.0,0.9469682923650871,0.005329340909210451
13,70.0,0.9472004455959793,0.0059115116314749465
14,75.0,0.9468522326211616,0.00630196171393677
15,80.0,0.9477225546500753,0.005509622201988039
16,85.0,0.9476646173395246,0.005159194599679369
17,90.0,0.9474905697535003,0.0046670425198365685
18,95.0,0.9474905360788238,0.005248001767560095
