,max depth,accuracy,std
0,5.0,0.619652515048059,0.07685333798888747
1,10.0,0.6714959723937863,0.051373826427764516
2,15.0,0.7222563979113773,0.03398567718715368
3,20.0,0.7389632981387432,0.019045317520274867
4,25.0,0.7424858852726398,0.01733548392670029
5,30.0,0.7459178525417729,0.014770451538195742
6,35.0,0.744021771616316,0.017130946756435148
7,40.0,0.7435694067173351,0.01710137518137069
8,45.0,0.7469114885465427,0.01643598770606772
9,50.0,0.7441127178921192,0.019209480834829044
10,55.0,0.7434796844829292,0.017589586283046108
11,60.0,0.7454680989311058,0.020156247018286177
12,65.0,0.7435695699228548,0.01615085909910082
13,70.0,0.7451061906913692,0.018095097342163788
14,75.0,0.7442027665375642,0.017952201600137392
15,80.0,0.7446533361758295,0.0169397364224909
16,85.0,0.7441111674396828,0.016753306585309092
17,90.0,0.7457373472370835,0.016580526161341636
18,95.0,0.7452862879822596,0.017552522165671696
