,max depth,accuracy,std
0,5.0,0.5898331365555942,0.029321155330213004
1,10.0,0.608618824186737,0.019118589966114617
2,15.0,0.6296629900836255,0.010110952375324675
3,20.0,0.6426701821570511,0.007471507776707435
4,25.0,0.6487218011382522,0.01223380296734389
5,30.0,0.6527863931761966,0.009068406194395785
6,35.0,0.6506184938448331,0.012354968862564795
7,40.0,0.6489024696116036,0.008763536416091566
8,45.0,0.6498059343272139,0.011999105125840983
9,50.0,0.6492642143878172,0.008966849294797899
10,55.0,0.6510700426793583,0.009284112077970492
11,60.0,0.6510702058111627,0.009936347429400104
12,65.0,0.652154135085369,0.013070574437980988
13,70.0,0.649263643426502,0.010697083564703976
14,75.0,0.6492631948140399,0.010832603748331454
15,80.0,0.6498058119783605,0.012334639354773271
16,85.0,0.6522446732368001,0.00951023263582447
17,90.0,0.6507991623181846,0.009809695305106524
18,95.0,0.6552253360005384,0.011993669668684613
