,max depth,accuracy,std
0,5.0,0.6712010628052607,0.05406657967153525
1,10.0,0.7404608884369004,0.06338628504548902
2,15.0,0.8136146212607981,0.03318885447403059
3,20.0,0.8360995326512567,0.014306450742311254
4,25.0,0.8405965348993835,0.011707307167434034
5,30.0,0.8434944365978849,0.009877685426621234
6,35.0,0.8416957854738965,0.010347200337053851
7,40.0,0.8419956854739462,0.010608090807105218
8,45.0,0.842295435698734,0.011791948405464873
9,50.0,0.841995286073247,0.010352501105789287
10,55.0,0.8423951360982844,0.012333670952159275
11,60.0,0.8432943867726477,0.008784372061780937
12,65.0,0.8432946863231721,0.008886124749961422
13,70.0,0.8423951360982846,0.010961360096818612
14,75.0,0.842894886223222,0.01048071515247716
15,80.0,0.8419956854739462,0.010145993464249147
16,85.0,0.840496335248959,0.009232744306447266
17,90.0,0.8406963351491088,0.011711120454028348
18,95.0,0.8417957854239713,0.011390392887716108
