,max depth,accuracy,std
0,5.0,0.7296179679315616,0.033684457383461874
1,10.0,0.855887896825927,0.017534122898665634
2,15.0,0.9131805876980478,0.011462790311381671
3,20.0,0.93233739017662,0.007482541346555157
4,25.0,0.9362919279679425,0.004425884552562454
5,30.0,0.939016198492931,0.00251272192871025
6,35.0,0.9384013157402016,0.003303427404318139
7,40.0,0.9390163528600146,0.0027716600218977527
8,45.0,0.9382254144147627,0.0027761088219079642
9,50.0,0.9392797030364083,0.002022095505908234
10,55.0,0.9385768311140055,0.00227035347289605
11,60.0,0.9379619098373588,0.00309938098929755
12,65.0,0.9392795486353981,0.0017400983648056022
13,70.0,0.9378738819062805,0.002938998943194252
14,75.0,0.9389283249967898,0.0022806221147235956
15,80.0,0.9384890734949571,0.002225898438048849
16,85.0,0.9383131334420399,0.0023590640935751447
17,90.0,0.9389283250307168,0.0022807689856584384
18,95.0,0.9385768311479323,0.0020750380170753754
