,max depth,accuracy,std
0,5.0,0.7214934512475343,0.03290964620866265
1,10.0,0.8229754293412969,0.01935775648510189
2,15.0,0.8926594694522418,0.010683911675527333
3,20.0,0.9169704492457088,0.008900598522835573
4,25.0,0.9258477848511124,0.006635435983060471
5,30.0,0.9276465177653016,0.005220549943241739
6,35.0,0.9274144487015681,0.005141792103941556
7,40.0,0.9269503442390115,0.004468316481170159
8,45.0,0.9274143813815142,0.005453959427275701
9,50.0,0.9271243245147478,0.005079476105644119
10,55.0,0.9274143981895531,0.004856364009756286
11,60.0,0.9270663198743765,0.005155592267484525
12,65.0,0.9271823291453524,0.00499805350172189
13,70.0,0.9272402328007594,0.005667085137971108
14,75.0,0.9262538846342322,0.005888273424639259
15,80.0,0.9262542212540354,0.004690482931443081
16,85.0,0.9271824469774217,0.00495604651044089
17,90.0,0.9273564104060531,0.0051425798794213435
18,95.0,0.9268923564652779,0.005496727076286447
