,max depth,accuracy,std
0,5.0,0.6464775862719677,0.07726403463370352
1,10.0,0.7222625181183628,0.06706076099137273
2,15.0,0.7807916079721815,0.04419430401769551
3,20.0,0.8062574628273929,0.02127117595999141
4,25.0,0.8118563913831565,0.017024394027261986
5,30.0,0.8138433369816566,0.01593642725943971
6,35.0,0.8114950543627385,0.015489857921268545
7,40.0,0.811224092398805,0.017085269546660155
8,45.0,0.8128497009768871,0.01578754106497738
9,50.0,0.8121265373194921,0.014589441453609464
10,55.0,0.8124882823537092,0.015824520402665843
11,60.0,0.8117656083128733,0.016110864901335252
12,65.0,0.8122181364173737,0.017003018597301873
13,70.0,0.8139335488326216,0.015203283070928537
14,75.0,0.8124886903675084,0.016914160404723794
15,80.0,0.8115847765971445,0.014919543348324415
16,85.0,0.8122172387870158,0.015475832562434852
17,90.0,0.8115856742275025,0.017078978790911546
18,95.0,0.813211037997305,0.015702207715987113
